,index,name,p_raw,p_corr,es,index_name
46467,L6 CT Gpr139,Ramp3-201_ENSMUST00000045374,1.198484211459391e-06,0.007723032258644315,0.5824190160680365,L6 CT Gpr139_Ramp3
123693,L6 CT Grp_1,Actn4-201_ENSMUST00000068045,2.533995123383515e-07,0.0012077020758045833,0.5869181676208051,L6 CT Grp_1_Actn4
30380,L6 CT Gpr139,Emc3-201_ENSMUST00000032425,3.701426820183684e-08,0.00023851994429263662,0.605980538512485,L6 CT Gpr139_Emc3
20097,L6 CT Gpr139,Sec61a2-202_ENSMUST00000102981,5.158198620125027e-08,0.00033239431908085675,0.6270824493542904,L6 CT Gpr139_Sec61a2
172398,L6 CT Grp_2,Cadm1-201_ENSMUST00000034581,1.6572311607005968e-06,0.00913631538894239,0.6365419534784222,L6 CT Grp_2_Cadm1
11745,L6 CT Gpr139,Isca2-201_ENSMUST00000021667,1.446865107485321e-06,0.00932359875263541,0.6436061485814193,L6 CT Gpr139_Isca2
200867,L6 CT Grp_2,Cisd3-201_ENSMUST00000107583,2.996145556255192e-07,0.0016517750451634874,0.6491587380077819,L6 CT Grp_2_Cisd3
237043,L6 CT Nxph2_1,Herc3-202_ENSMUST00000041401,1.2093588742072197e-06,0.005668265043409239,0.6530504937781632,L6 CT Nxph2_1_Herc3
140681,L6 CT Grp_2,Paf1-201_ENSMUST00000003529,2.210229063307821e-07,0.0012184992826016017,0.6543010168916408,L6 CT Grp_2_Paf1
18980,L6 CT Gpr139,Sacm1l-201_ENSMUST00000026270,1.5314911230184464e-06,0.00986892879673087,0.6815015776164257,L6 CT Gpr139_Sacm1l
300439,L6 CT Nxph2_2,Nop56-202_ENSMUST00000103198,5.697677808440114e-07,0.002010140730817672,0.6907522806131086,L6 CT Nxph2_2_Nop56
150912,L6 CT Grp_2,Glrx-201_ENSMUST00000022082,3.560492986010749e-07,0.001962899783187726,0.6955531449479069,L6 CT Grp_2_Glrx
199268,L6 CT Grp_2,1810009A15Rik-201_ENSMUST00000096251,9.211986462213116e-07,0.005078568136618091,0.7017109408028466,L6 CT Grp_2_1810009A15Rik
40570,L6 CT Gpr139,Mrpl55-203_ENSMUST00000108785,8.504758515463347e-08,0.0005480466387364581,0.7065056835134755,L6 CT Gpr139_Mrpl55
14961,L6 CT Gpr139,Ly6h-204_ENSMUST00000127095,3.2328939751215595e-07,0.002083276877568333,0.7401727775172389,L6 CT Gpr139_Ly6h
46049,L6 CT Gpr139,Limd2-202_ENSMUST00000064545,3.1148354271210496e-07,0.0020071999492368045,0.7620807483538639,L6 CT Gpr139_Limd2
5773,L6 CT Gpr139,Tango2-202_ENSMUST00000125287,1.2066975617543495e-06,0.007775959087945028,0.7735633101910904,L6 CT Gpr139_Tango2
148960,L6 CT Grp_2,Mrpl38-201_ENSMUST00000106439,9.29546541326077e-08,0.0005124590082330662,0.7757280708300835,L6 CT Grp_2_Mrpl38
18311,L6 CT Gpr139,Drap1-209_ENSMUST00000136579,3.1367297703841525e-07,0.0020213086640355478,0.7802813706543192,L6 CT Gpr139_Drap1
163237,L6 CT Grp_2,Pmvk-201_ENSMUST00000029564,3.179363636015025e-07,0.0017527831725350832,0.781537495155888,L6 CT Grp_2_Pmvk
20170,L6 CT Gpr139,4833439L19Rik-201_ENSMUST00000026989,2.239748086396227e-09,1.4432936668737286e-05,0.7869995780263697,L6 CT Gpr139_4833439L19Rik
188975,L6 CT Grp_2,Ngrn-201_ENSMUST00000117989,1.5299876664120647e-08,8.434822004929713e-05,0.7909478730132156,L6 CT Grp_2_Ngrn
