,index,name,p_raw,p_corr,es,cluster,chromosome
48065,F,4930512M02Rik-201_ENSMUST00000081896,2.980517055562496e-06,0.004348574384065682,3.020833654346609,Astro,11
54590,F,Sdha-206_ENSMUST00000161434,3.273724173423947e-06,0.004776363569025539,5.333559148574943,Astro,13
110822,M,Timm23-201_ENSMUST00000013845,1.0020156123343342e-07,3.5471352676635434e-05,5.605377199499996,Astro,14
115490,M,Faim-201_ENSMUST00000035038,1.8314310869815836e-05,0.0064832660479148055,5.3108034187283675,Astro,9
203,F,Tram1-201_ENSMUST00000027068,1.1560061464856739e-07,0.001120169955944618,3.241082593032896,Endo,1
2430,F,Ccnt2-202_ENSMUST00000112570,1.3537040013740507e-07,0.0013117391773314552,3.9767774639046434,Endo,1
3251,F,Suco-204_ENSMUST00000192422,2.39801348525234e-07,0.0023236750672095173,3.3738968856570026,Endo,1
3403,F,Tada1-201_ENSMUST00000027846,3.0102156091124405e-07,0.002916898925229955,3.5736215240269598,Endo,1
4849,F,Tubb4b-201_ENSMUST00000043584,9.692730108706843e-07,0.009392255475336932,5.216987702896871,Endo,2
5061,F,Sdccag3-202_ENSMUST00000077983,1.0128372389620688e-06,0.009814392845542447,4.559872994319148,Endo,2
6287,F,Psmd14-201_ENSMUST00000028278,5.667175953075293e-07,0.005491493498529959,5.251217766600238,Endo,2
7995,F,Trpm7-202_ENSMUST00000103224,2.229708628979668e-07,0.0021605876614812984,3.979156666468052,Endo,2
8877,F,Trp53inp2-201_ENSMUST00000043237,2.739138081011831e-08,0.00026542248005004645,3.2210304775091134,Endo,2
11095,F,Pdk3-201_ENSMUST00000045748,2.0056793475141156e-07,0.001943503287741178,4.519898888943057,Endo,X
12349,F,Prkci-201_ENSMUST00000108249,6.31098832662245e-08,0.0006115347688497155,3.530851331534436,Endo,3
12798,F,Ufm1-203_ENSMUST00000146598,9.740746102695961e-07,0.009438782973512387,3.2854968700214235,Endo,3
13277,F,Fbxw7-202_ENSMUST00000107675,1.615453473268332e-07,0.0015653744155970136,3.2068783363432307,Endo,3
14362,F,Olfml3-202_ENSMUST00000154145,8.142180940610988e-08,0.0007889773331452047,3.135807920234697,Endo,3
16082,F,Smim8-207_ENSMUST00000139922,4.13249400454372e-08,0.0004004386690402865,4.983349549722206,Endo,4
17999,F,Rlf-201_ENSMUST00000056635,2.403649121424445e-08,0.00023291359986602871,3.1723893514774146,Endo,4
18538,F,Med18-201_ENSMUST00000102567,5.0014186742271555e-08,0.00048463746953261136,4.312871352114818,Endo,4
20288,F,Kmt2c-208_ENSMUST00000174734,2.094103277084203e-07,0.002029186075494593,3.13172144867598,Endo,5
20467,F,Preb-206_ENSMUST00000201821,3.36423568506161e-07,0.0032599443788247,3.3024566476435386,Endo,5
22266,F,Gm10419-202_ENSMUST00000196693,1.7301236116564981e-07,0.0016764897796951467,3.6076036765669,Endo,5
22350,F,Zfp605-202_ENSMUST00000112528,2.8205227949630643e-07,0.0027330865883192093,4.33673300510161,Endo,5
23214,F,Vps37b-201_ENSMUST00000040967,4.792134099142935e-07,0.004643577942069504,4.050158987565434,Endo,5
25215,F,Bpgm-201_ENSMUST00000045372,2.305032015742534e-07,0.002233576023254515,4.180574216089801,Endo,6
26595,F,Mgll-204_ENSMUST00000113585,9.074181712515734e-08,0.0008792882079427746,3.997529325734099,Endo,6
27491,F,Necap1-201_ENSMUST00000032477,9.23130344745755e-08,0.0008945133040586367,4.503739445873438,Endo,6
31162,F,Polg-214_ENSMUST00000154403,7.481823732076626e-07,0.007249887196382251,3.874553424666407,Endo,7
31923,F,Inppl1-204_ENSMUST00000186316,2.1378723519001235e-07,0.0020715983089912198,3.724275983303334,Endo,7
32828,F,Sult1a1-203_ENSMUST00000106373,1.5328235672723674e-07,0.001485306036686924,5.926821451256101,Endo,7
33336,F,Oat-201_ENSMUST00000084500,7.828712698808701e-08,0.0007586022605145632,4.434908688875461,Endo,7
33444,F,Ppp2r2d-207_ENSMUST00000155672,4.740814151476816e-07,0.004593848912781035,4.453915591199742,Endo,7
33544,F,Paox-201_ENSMUST00000026537,9.209386122616102e-08,0.0008923895152815002,3.0213149753515784,Endo,7
34505,F,Marcks-201_ENSMUST00000092584,1.2522765046279235e-07,0.001213455932984458,3.407051884642041,Endo,10
35277,F,Gstt2-208_ENSMUST00000220440,1.902107383581483e-07,0.0018431420546904571,4.47187604421529,Endo,10
36056,F,Tdg-201_ENSMUST00000092266,2.9739821052511903e-08,0.00028817886599884034,4.3077693377272865,Endo,10
38756,F,Pgpep1-201_ENSMUST00000070173,7.592693258442278e-08,0.0007357319767430567,3.2832717047201196,Endo,8
41225,F,Adk-205_ENSMUST00000223861,1.7879462891256713e-07,0.0017325199541627756,3.9194328181389406,Endo,14
46194,F,U2surp-205_ENSMUST00000186139,9.091805382293157e-07,0.008809959415442069,4.243937592161172,Endo,9
47760,F,Drg1-201_ENSMUST00000020741,4.4039866542235834e-07,0.004267463067942652,5.868967027621723,Endo,11
47866,F,Mtmr3-207_ENSMUST00000155566,7.374984848969776e-07,0.0071463603186517136,2.954200613949004,Endo,11
48252,F,Pex13-201_ENSMUST00000020523,2.868056687040008e-07,0.002779146929741768,3.556103654902013,Endo,11
49648,F,Neurl4-201_ENSMUST00000061837,1.742345074335229e-07,0.001688332377030837,2.8573069625363483,Endo,11
50197,F,Taok1-201_ENSMUST00000017435,1.2981310793990796e-07,0.001257889015937708,2.825314727727141,Endo,11
54981,F,Pde8b-213_ENSMUST00000162882,3.5912620150151164e-07,0.0034799328925496477,3.794505429778681,Endo,13
58222,F,Zfr-201_ENSMUST00000122941,2.2315784139926485e-08,0.00021623994831588764,2.9720968420263527,Endo,15
59805,F,Aco2-201_ENSMUST00000023116,5.759538855334285e-08,0.0005580993150818923,3.7862284039784635,Endo,15
63198,F,Morc3-201_ENSMUST00000044068,2.8866622295051653e-08,0.00027971757003905054,3.4759247061809964,Endo,16
63199,F,Morc3-206_ENSMUST00000202261,8.304838150927578e-09,8.047388168248824e-05,3.250503003055433,Endo,16
63658,F,Rgmb-201_ENSMUST00000170578,4.61732755826011e-07,0.004474190403954047,2.3113570384205335,Endo,17
64176,F,Rab11fip3-201_ENSMUST00000118828,3.580259428878642e-08,0.0003469271386583404,3.8384729398517594,Endo,17
64538,F,Sik1-201_ENSMUST00000024839,8.717208488201787e-07,0.008446975025067532,2.372556457519088,Endo,17
64823,F,Prrt1-201_ENSMUST00000015620,8.297654697094646e-07,0.008040427401484713,3.534007486639143,Endo,17
66346,F,Trappc8-206_ENSMUST00000225661,8.945421047084342e-09,8.668112994624728e-05,4.195826176198657,Endo,18
66936,F,Slc12a2-201_ENSMUST00000115366,4.1402316728797984e-08,0.00040118844910205244,4.043825539576997,Endo,18
67966,F,Otub1-201_ENSMUST00000025679,5.989814888466646e-07,0.0058041306269241795,4.373119905182596,Endo,19
69044,F,Nhlrc2-201_ENSMUST00000071423,4.359784345745573e-07,0.0042246310310274605,3.5419897783481957,Endo,19
83537,M,Hipk1-207_ENSMUST00000200071,1.24040961597282e-05,0.0086208468310111,0.39523039999927306,Endo,3
2449,F,R3hdm1-201_ENSMUST00000036288,1.690114587205631e-07,0.001160432675575386,0.26337507359762125,L2/3 IT,1
3789,F,Hnrnpu-206_ENSMUST00000161769,5.423570959420478e-07,0.0037238238207381,0.6782405016092481,L2/3 IT,1
8592,F,Napb-201_ENSMUST00000028926,8.09034109617421e-10,5.554828196633212e-06,0.6303686862649549,L2/3 IT,2
10241,F,Tspan7-201_ENSMUST00000076354,8.307077408606302e-08,0.0005703639348749088,0.10030240416303915,L2/3 IT,X
11309,F,Tsix-201_ENSMUST00000152916,3.994188288894975e-89,2.74240967915529e-85,3.4696974727247523,L2/3 IT,X
11311,F,Xist-201_ENSMUST00000127786,9.381842693748976e-41,6.4415731935280474e-37,1.8978571611695831,L2/3 IT,X
13138,F,Serpini1-201_ENSMUST00000029423,4.072734640199462e-07,0.0027963396039609504,0.291615885703119,L2/3 IT,3
13507,F,Syt11-201_ENSMUST00000090945,9.48615241614251e-08,0.0006513192248923448,0.1975683340594836,L2/3 IT,3
14515,F,Kcna2-201_ENSMUST00000038695,8.297896174089631e-07,0.005697335513129941,0.4359824372008012,L2/3 IT,3
15415,F,Prkacb-203_ENSMUST00000106137,8.370488443650803e-07,0.005747177365410642,0.5433352786903738,L2/3 IT,3
15974,F,Fut9-201_ENSMUST00000084770,1.4460992934280845e-07,0.0009928917748677228,0.3737852913949431,L2/3 IT,4
18149,F,Thrap3-201_ENSMUST00000080919,3.7494844938006786e-07,0.002574396053443546,0.578532104011986,L2/3 IT,4
18735,F,Rsrp1-201_ENSMUST00000078084,9.46178394700374e-10,6.496460858012768e-06,0.5243525017243944,L2/3 IT,4
20152,F,Kmt2e-207_ENSMUST00000196889,6.382213442486167e-07,0.004382027749611002,0.373854411872244,L2/3 IT,5
21838,F,G3bp2-209_ENSMUST00000202258,6.750112822608528e-07,0.004634627464003015,0.6092952958163775,L2/3 IT,5
30456,F,Slc17a7-201_ENSMUST00000085374,1.094348026096935e-09,7.513793547181556e-06,0.3286921815868915,L2/3 IT,7
34819,F,Serinc1-201_ENSMUST00000020027,1.7558374528177886e-10,1.2055579951046936e-06,0.18385884722118462,L2/3 IT,10
36491,F,Atp2b1-208_ENSMUST00000219624,1.52515402824779e-07,0.0010471707557949325,0.25184837332299637,L2/3 IT,10
36610,F,Syt1-201_ENSMUST00000064054,6.442885999922755e-11,4.4236855275469635e-07,0.2571858158685618,L2/3 IT,10
37003,F,Dctn2-201_ENSMUST00000026479,2.5954913627952903e-08,0.00017820643696952465,0.23142957033631095,L2/3 IT,10
38357,F,Gpm6a-201_ENSMUST00000033915,2.910298214183877e-07,0.00199821075385865,0.12502815139604717,L2/3 IT,8
39920,F,Nol3-201_ENSMUST00000014920,1.1881724494023928e-09,8.15799203759683e-06,0.5216847105451179,L2/3 IT,8
41880,F,Gmfb-202_ENSMUST00000111817,1.9180586296049846e-07,0.0013169390550867824,0.4771731400884023,L2/3 IT,14
44094,F,Aplp2-203_ENSMUST00000213254,1.457885166420701e-09,1.0009839552644533e-05,0.46032742828122375,L2/3 IT,9
46638,F,Pcbp4-201_ENSMUST00000024260,2.975276570481484e-09,2.042824893292587e-05,0.6916591601434012,L2/3 IT,9
48514,F,Gabra1-201_ENSMUST00000020707,7.361251490328381e-11,5.054235273259466e-07,0.49279593345431394,L2/3 IT,11
50197,F,Taok1-201_ENSMUST00000017435,2.8372957969441866e-08,0.00019480872941818786,0.3134034290133876,L2/3 IT,11
55248,F,Sgtb-201_ENSMUST00000044385,1.417100113572455e-06,0.009729809379788476,0.46961354706841485,L2/3 IT,13
56547,F,Nemf-212_ENSMUST00000222763,1.6249336542958186e-07,0.001115679447039509,0.5119157612579754,L2/3 IT,12
56689,F,Rtn1-203_ENSMUST00000137990,2.1195571843980924e-09,1.4552879628077302e-05,0.3218119645931301,L2/3 IT,12
58224,F,Zfr-203_ENSMUST00000128475,5.527478597178559e-08,0.0003795166804822799,0.8753777074025844,L2/3 IT,15
63815,F,Srrm2-209_ENSMUST00000190686,1.7482460284836514e-07,0.001200345723156875,0.2824213155891844,L2/3 IT,17
65708,F,Ralbp1-201_ENSMUST00000024905,7.624132402865502e-08,0.0005234729307807453,0.32439833977463817,L2/3 IT,17
66578,F,Matr3-204_ENSMUST00000186614,3.128983617696754e-08,0.00021483601519105915,0.4915979232014296,L2/3 IT,18
68722,F,Morn4-201_ENSMUST00000051772,1.8322858168375455e-08,0.00012580474418406588,0.4464851258035405,L2/3 IT,19
69168,F,AC149090.1-201_ENSMUST00000179505,1.0574538450737816e-14,7.260478100276585e-11,0.7651914278166867,L2/3 IT,JH584304.1
69169,F,AC149090.1-202_ENSMUST00000178343,5.700443446389862e-10,3.913924470291279e-06,0.5905081869010291,L2/3 IT,JH584304.1
77587,M,Snap25-201_ENSMUST00000028727,2.692710696255602e-07,0.0016549399939186928,0.24918055822161023,L2/3 IT,2
79606,M,Rpl39-201_ENSMUST00000115231,1.365914201907525e-06,0.008394908684923649,0.18351784283604022,L2/3 IT,X
97071,M,Hebp1-201_ENSMUST00000045855,6.5015283319229135e-09,3.9958393127998226e-05,0.6905398128711737,L2/3 IT,6
101627,M,Rps15a-201_ENSMUST00000106588,5.805643708697175e-08,0.0003568148623365284,0.2871146285072932,L2/3 IT,7
117192,M,Ppia-203_ENSMUST00000135789,8.532417128072626e-08,0.0005244023566913435,0.4722914660448394,L2/3 IT,11
118950,M,Psmb6-203_ENSMUST00000145503,4.0724756775833977e-07,0.002502943551442756,0.2327635447314833,L2/3 IT,11
126671,M,Calm1-203_ENSMUST00000127300,1.8816536192119362e-07,0.001156464314367656,0.1293895261225808,L2/3 IT,12
135271,M,Uty-212_ENSMUST00000185837,1.1390784896970246e-12,7.000776397677913e-09,0.43480334583292146,L2/3 IT,Y
138311,M,mt-Nd3-201_ENSMUST00000082411,2.671820184094341e-07,0.0016421006851443818,0.19211552875816107,L2/3 IT,MT
7,F,Mrpl15-206_ENSMUST00000156816,7.927697778811138e-10,5.045186866435408e-06,0.1969341099165247,L5 IT,1
14,F,Lypla1-201_ENSMUST00000027036,2.3375655022944282e-08,0.00014876266856601742,0.35667643628344914,L5 IT,1
34,F,Atp6v1h-204_ENSMUST00000192698,1.1642171197936038e-08,7.409077750366494e-05,0.14779934612050738,L5 IT,1
88,F,3110035E14Rik-201_ENSMUST00000088666,1.3261828413689786e-23,8.43982760247218e-20,0.2971351525438166,L5 IT,1
91,F,Vcpip1-201_ENSMUST00000057438,1.1344836163897361e-10,7.21985373470428e-07,0.3159823926580376,L5 IT,1
156,F,Arfgef1-201_ENSMUST00000088615,1.763258856260916e-15,1.122137936124447e-11,0.45560273567200116,L5 IT,1
206,F,Lactb2-201_ENSMUST00000027071,1.5473552672609927e-08,9.847368920848957e-05,0.2766710054232123,L5 IT,1
217,F,Kcnb2-201_ENSMUST00000170146,1.701292920439033e-22,1.0827028145674006e-18,0.45932189680806945,L5 IT,1
276,F,Gdap1-201_ENSMUST00000026879,3.3890382689558817e-15,2.156783954363523e-11,0.34542861520111057,L5 IT,1
325,F,Ogfrl1-201_ENSMUST00000027343,4.422087149993501e-10,2.814216262255864e-06,0.20597894442025533,L5 IT,1
332,F,Smap1-201_ENSMUST00000027339,1.1068491572992377e-08,7.043988037052349e-05,0.18214102286542566,L5 IT,1
352,F,Lmbrd1-201_ENSMUST00000095062,4.38331143143552e-07,0.002789539394965565,0.18876019206526218,L5 IT,1
431,F,Dst-202_ENSMUST00000097786,1.4762572464808369e-18,9.394901116604046e-15,0.35713664344054163,L5 IT,1
459,F,Arhgef4-201_ENSMUST00000047664,3.912128171104309e-10,2.489678368090782e-06,0.3426848256458479,L5 IT,1
471,F,Plekhb2-201_ENSMUST00000027297,6.590549913734342e-16,4.194225965100535e-12,0.37901707711736776,L5 IT,1
558,F,Inpp4a-201_ENSMUST00000027287,3.1959949056035716e-13,2.033931157926113e-09,0.2767714040385818,L5 IT,1
567,F,Coa5-201_ENSMUST00000027286,7.439742773122325e-13,4.7346523008150474e-09,0.5288574598625522,L5 IT,1
645,F,Lonrf2-202_ENSMUST00000147695,1.9222380183419715e-09,1.2233122748728307e-05,0.2771848036931823,L5 IT,1
660,F,Npas2-201_ENSMUST00000056815,2.1684989621964092e-11,1.3800327395417947e-07,0.3974713664835501,L5 IT,1
661,F,Rpl31-201_ENSMUST00000086535,1.3192224548641465e-06,0.008395531702755428,0.2848047062979919,L5 IT,1
664,F,Rpl31-203_ENSMUST00000179954,3.8516984188170376e-07,0.002451220873735163,0.3950572780491344,L5 IT,1
679,F,Creg2-201_ENSMUST00000053355,2.5067487947924333e-16,1.5952949330059045e-12,0.4782470115073105,L5 IT,1
813,F,Slc39a10-201_ENSMUST00000027131,1.2687154112886186e-06,0.008074104877440768,0.16848261981033907,L5 IT,1
865,F,Gls-204_ENSMUST00000114513,7.718515542297345e-23,4.91206329111803e-19,0.28852646986350283,L5 IT,1
892,F,Mfsd6-205_ENSMUST00000156876,2.803959475977048e-17,1.7844398105117936e-13,0.5112611092530772,L5 IT,1
897,F,Inpp1-201_ENSMUST00000027271,1.0954451061687673e-11,6.971412655658035e-08,0.30573971867083505,L5 IT,1
970,F,Coq10b-201_ENSMUST00000027125,3.984649609395209e-09,2.535831011419111e-05,0.29020306403359797,L5 IT,1
1039,F,Bzw1-201_ENSMUST00000050552,8.693171414657707e-14,5.532334288288164e-10,0.2421917713532249,L5 IT,1
1080,F,Fam126b-207_ENSMUST00000161600,4.032907043108154e-12,2.5665420422340292e-08,0.28055053086450954,L5 IT,1
1102,F,Trak2-201_ENSMUST00000027186,2.6633769092956705e-12,1.694973065075765e-08,0.3826190117743118,L5 IT,1
1207,F,Gm29084-201_ENSMUST00000185587,3.0689482192394143e-10,1.953078646723963e-06,0.2959641294245827,L5 IT,1
1224,F,Ndufs1-201_ENSMUST00000027111,4.593019075051465e-11,2.922997339362752e-07,0.39090884616400423,L5 IT,1
1271,F,Klf7-202_ENSMUST00000114086,7.934511054218148e-19,5.04952283490443e-15,0.4050154295517434,L5 IT,1
1346,F,Unc80-201_ENSMUST00000061620,3.1283497158775436e-15,1.9908817591844686e-11,0.3083280515858666,L5 IT,1
1577,F,Tuba4a-202_ENSMUST00000186213,1.850286496546904e-08,0.00011775223264024498,0.18306652620267005,L5 IT,1
1578,F,Tuba4a-201_ENSMUST00000079464,1.758777199413752e-17,1.1192858097069118e-13,0.2035094669268558,L5 IT,1
1579,F,Tuba4a-206_ENSMUST00000188593,1.7918657731727546e-13,1.1403433780471411e-09,0.3171639041717125,L5 IT,1
1596,F,Ptprn-201_ENSMUST00000027404,5.010483010843303e-21,3.188671388100678e-17,0.30087435205484336,L5 IT,1
1602,F,Resp18-201_ENSMUST00000039534,5.860155331191366e-19,3.729402852770185e-15,0.6299493624091879,L5 IT,1
1609,F,Dnpep-202_ENSMUST00000113605,2.665775376263906e-10,1.6964994494543495e-06,0.42227641101606794,L5 IT,1
1697,F,Acsl3-201_ENSMUST00000035779,6.582507302564318e-10,4.189107647351932e-06,0.37137710052988404,L5 IT,1
1699,F,Acsl3-205_ENSMUST00000142704,5.233077611067712e-09,3.330330591683492e-05,0.40195796059800415,L5 IT,1
1725,F,Serpine2-201_ENSMUST00000027467,4.794617482924124e-14,3.0512945661329125e-10,0.6532327701772584,L5 IT,1
1732,F,Cul3-201_ENSMUST00000163119,2.1374779003317498e-13,1.3602909357711255e-09,0.3898866938452836,L5 IT,1
1772,F,Agfg1-206_ENSMUST00000189220,5.617727858434445e-10,3.575122009107681e-06,0.3530191703361423,L5 IT,1
1824,F,Cab39-202_ENSMUST00000113360,1.0225559255492267e-07,0.0006507545910195278,0.2723986381980974,L5 IT,1
1840,F,Psmd1-201_ENSMUST00000027432,1.1186889103011642e-12,7.119336225156609e-09,0.2907644133956824,L5 IT,1
2070,F,Ndufa10-201_ENSMUST00000027478,4.113183407154946e-08,0.0002617629920313408,0.1565242843001471,L5 IT,1
2071,F,Ndufa10-207_ENSMUST00000189503,2.418054259171185e-07,0.0015388497305365422,0.15470135625908732,L5 IT,1
2079,F,Cops9-204_ENSMUST00000148508,6.452109169157079e-13,4.106122275251565e-09,0.4892229837538884,L5 IT,1
2108,F,Kif1a-204_ENSMUST00000171796,3.019671449220628e-20,1.9217189102840077e-16,0.2967385351055567,L5 IT,1
2123,F,Ppp1r7-201_ENSMUST00000027494,4.6946082283836244e-07,0.0029876486765433386,0.15289551275677526,L5 IT,1
2126,F,Hdlbp-202_ENSMUST00000170883,6.605565479108911e-17,4.203781870904911e-13,0.5227652222518149,L5 IT,1
2149,F,Stk25-204_ENSMUST00000151068,5.013377174025223e-07,0.003190513233549652,0.12535498665635014,L5 IT,1
2165,F,Atg4b-201_ENSMUST00000027502,1.0224165179451067e-06,0.006506658720202659,0.2668483662187331,L5 IT,1
2279,F,Kdsr-201_ENSMUST00000010049,6.180467672254051e-15,3.9332496266224786e-11,0.4002479320991219,L5 IT,1
2309,F,Cntnap5a-201_ENSMUST00000043725,1.252621552838766e-21,7.971683562265907e-18,0.5178470896341021,L5 IT,1
2310,F,Tsn-201_ENSMUST00000027623,5.355089682392028e-07,0.0034079790738742862,0.16277690233890718,L5 IT,1
2347,F,Ptpn4-201_ENSMUST00000064091,4.145049401421276e-12,2.6379094390645e-08,0.3606892728808617,L5 IT,1
2371,F,Insig2-201_ENSMUST00000003818,1.0672297992711335e-07,0.0006791850442561493,0.28005796400612937,L5 IT,1
2393,F,Dpp10-201_ENSMUST00000112603,2.3967216453778797e-18,1.5252736551184827e-14,0.40490152623706255,L5 IT,1
2433,F,Rab3gap1-201_ENSMUST00000037649,4.157768520163028e-15,2.6460038862317514e-11,0.5387255850308004,L5 IT,1
2434,F,Rab3gap1-205_ENSMUST00000186865,7.2371317618652e-14,4.6057106532510135e-10,0.2165285932760801,L5 IT,1
2463,F,Ubxn4-201_ENSMUST00000027592,4.487763638521832e-13,2.856012779555294e-09,0.3027649225138336,L5 IT,1
2468,F,Dars-201_ENSMUST00000027602,2.284191037723048e-07,0.0014536591764069478,0.3318678677088762,L5 IT,1
2593,F,Nfasc-202_ENSMUST00000094569,1.7772559656761713e-15,1.1310456965563154e-11,0.3964405581362185,L5 IT,1
2665,F,Atp2b4-208_ENSMUST00000167348,1.2146832294713647e-36,7.730244072355764e-33,1.2589574603921787,L5 IT,1
2687,F,Tmem183a-201_ENSMUST00000049470,2.938399074719106e-08,0.0001869997171151239,0.3856592322016916,L5 IT,1
2734,F,Arl8a-201_ENSMUST00000027684,3.209514244333092e-08,0.00020425348650935797,0.19627434416613365,L5 IT,1
2753,F,Shisa4-201_ENSMUST00000041240,9.193529042199265e-12,5.850761882455612e-08,0.31856307261785055,L5 IT,1
2754,F,Shisa4-203_ENSMUST00000159918,6.461497464849417e-07,0.004112096986630169,0.35720359100513166,L5 IT,1
2755,F,Shisa4-202_ENSMUST00000159181,1.0006642107946655e-07,0.0006368227037497252,0.3406692015432955,L5 IT,1
2788,F,Tmem9-201_ENSMUST00000063719,6.396124957251738e-11,4.070493922795006e-07,0.33743645326021987,L5 IT,1
2840,F,Kcnt2-202_ENSMUST00000120709,2.9889726462846534e-07,0.0019021821920955535,0.2892134951215122,L5 IT,1
2846,F,Cdc73-201_ENSMUST00000018337,3.5511830598751554e-09,2.259972899304549e-05,0.2475175822697384,L5 IT,1
2850,F,B3galt2-201_ENSMUST00000038252,2.443058323620995e-19,1.5547623171524013e-15,0.5937284283419839,L5 IT,1
2870,F,Uchl5-201_ENSMUST00000018333,1.0086666755448374e-07,0.0006419154723167345,0.259174427093523,L5 IT,1
2875,F,Uchl5-203_ENSMUST00000185539,5.698710701374181e-09,3.6266594903545284e-05,0.4940307119717948,L5 IT,1
2959,F,1700025G04Rik-201_ENSMUST00000044581,6.478031589789304e-10,4.122619303741913e-06,0.23415034200795204,L5 IT,1
2987,F,Nmnat2-201_ENSMUST00000043313,5.4711654084688e-21,3.4818496659495444e-17,0.40710654066989216,L5 IT,1
3042,F,Cacna1e-203_ENSMUST00000187541,1.7845176769372488e-09,1.135667049602865e-05,0.21888400444700795,L5 IT,1
3047,F,Ier5-201_ENSMUST00000055322,4.1547128268484317e-19,2.6440592430063418e-15,0.35709802416993774,L5 IT,1
3058,F,Xpr1-201_ENSMUST00000027741,3.344756814843064e-08,0.0002128603236966126,0.27980194280412607,L5 IT,1
3066,F,Acbd6-201_ENSMUST00000035560,6.829122776545415e-09,4.346053734993502e-05,0.201384580264935,L5 IT,1
3141,F,Rasal2-201_ENSMUST00000078308,6.74117182032313e-07,0.0042900817464536405,0.2471051976888401,L5 IT,1
3179,F,Tnr-202_ENSMUST00000192069,1.4550477528843677e-12,9.259923899356116e-09,0.3410112419235367,L5 IT,1
3192,F,Rabgap1l-202_ENSMUST00000028052,8.529669979726623e-13,5.428281975098023e-09,0.318108423837308,L5 IT,1
3263,F,Dnm3-202_ENSMUST00000086074,4.784748584578194e-10,3.0450139992255625e-06,0.3644247492684438,L5 IT,1
3314,F,Kifap3-202_ENSMUST00000077642,9.888207432760121e-12,6.292855210208541e-08,0.47598224763438957,L5 IT,1
3344,F,Atp1b1-201_ENSMUST00000027863,4.052260786962789e-12,2.578858764823119e-08,0.1262116976912946,L5 IT,1
3434,F,Mgst3-201_ENSMUST00000028005,1.6517206422973496e-07,0.0010511550167580333,0.12426506566885553,L5 IT,1
3461,F,Uap1-202_ENSMUST00000111350,1.460463232177776e-08,9.294388009579367e-05,0.3964925353897164,L5 IT,1
3506,F,Tomm40l-203_ENSMUST00000111327,3.896730497138428e-09,2.4798792883788955e-05,0.3223595033733968,L5 IT,1
3625,F,Pex19-201_ENSMUST00000075895,4.695991956442207e-09,2.9885292810798204e-05,0.398346288509448,L5 IT,1
3636,F,Dcaf8-201_ENSMUST00000074144,6.60208716132886e-14,4.201568269469686e-10,0.4657242214277699,L5 IT,1
3681,F,Cadm3-202_ENSMUST00000111220,2.5084348623547197e-09,1.5963679464025435e-05,0.2795133870017583,L5 IT,1
3714,F,Fh1-201_ENSMUST00000027810,4.3385656885496046e-10,2.7610632041929686e-06,0.2387450587828761,L5 IT,1
3809,F,Tfb2m-201_ENSMUST00000027769,2.7870267489029542e-08,0.000177366382300184,0.3707883859312826,L5 IT,1
3817,F,Sccpdh-201_ENSMUST00000040538,2.8042209597436826e-09,1.7846062187808795e-05,0.45888344789502167,L5 IT,1
3870,F,Stum-201_ENSMUST00000136521,1.1667637809082829e-19,7.425284701700312e-16,0.5005463915130661,L5 IT,1
3890,F,Acbd3-201_ENSMUST00000027780,5.815971271216379e-07,0.0037012841170021033,0.31801531809038464,L5 IT,1
3902,F,Sde2-201_ENSMUST00000038091,4.0500044426487945e-15,2.577422827301693e-11,0.4102767533416496,L5 IT,1
3905,F,Pycr2-201_ENSMUST00000027802,3.808668108033538e-08,0.00024238363839525437,0.4025071265458777,L5 IT,1
3923,F,Wdr26-208_ENSMUST00000162963,6.759110905414494e-08,0.00043014981802057836,0.3213228379217299,L5 IT,1
3958,F,Degs1-201_ENSMUST00000035295,8.357945716427334e-17,5.318996653934356e-13,0.4246262638583591,L5 IT,1
3975,F,Susd4-201_ENSMUST00000085724,7.414424222468235e-09,4.718539575178785e-05,0.3352319257633125,L5 IT,1
4021,F,Mark1-201_ENSMUST00000027929,1.3149531918297981e-16,8.368362112804836e-13,0.4263946926843123,L5 IT,1
4035,F,Bpnt1-201_ENSMUST00000027916,2.8422724554903443e-07,0.0018088221906740552,0.24428249686973658,L5 IT,1
4042,F,Eprs-201_ENSMUST00000046514,3.369449629061423e-11,2.1443177439346896e-07,0.4049229396215748,L5 IT,1
4081,F,Kctd3-201_ENSMUST00000085678,1.5634558041143136e-11,9.949832737383492e-08,0.44161921729118614,L5 IT,1
4150,F,Ppp2r5a-201_ENSMUST00000067976,4.5801784813504114e-07,0.002914825585531402,0.28512269684621794,L5 IT,1
4155,F,Ppp2r5a-206_ENSMUST00000194953,9.755602413806192e-14,6.20846537614626e-10,0.3378459684602495,L5 IT,1
4168,F,Lpgat1-201_ENSMUST00000110855,1.0334135702875973e-37,6.576643961310269e-34,0.6509462079142314,L5 IT,1
4274,F,Nmt2-201_ENSMUST00000081932,1.545214427409663e-10,9.833744616035097e-07,0.22651135926749433,L5 IT,2
4326,F,Prpf18-201_ENSMUST00000035721,3.383688956030985e-09,2.153379651618119e-05,0.3922867874131555,L5 IT,2
4352,F,Camk1d-201_ENSMUST00000044009,1.7270684237748656e-20,1.0991063448903245e-16,0.4859242371169059,L5 IT,2
4373,F,Sec61a2-202_ENSMUST00000102981,2.1111842397552195e-09,1.3435576501802216e-05,0.3910148302159415,L5 IT,2
