,index,gene_name,p_raw,p_bonferroni,mean_log1p,mean_norm
289,Pvalb,Tac2,0.0,0.0,6.684355474796022,1421.6704737200985
290,Pvalb,Sulf2,0.0,0.0,6.626607869072078,26066.169358077266
291,Pvalb,Sox6,0.0,0.0,2.109691965827019,2393.1364375312555
292,Pvalb,Slc32a1,0.0,0.0,2.464528810492325,6768.66367403154
293,Pvalb,Slc30a3,0.0,0.0,5.943245743965583,24946.69162543843
294,Pvalb,Shisa9,0.0,0.0,5.8917551769122705,9289.695942429238
295,Pvalb,Rab3b,0.0,0.0,7.582379701437063,2689.8519317664422
296,Pvalb,Pvalb,0.0,0.0,6.756693069771963,1748.4185394562287
297,Pvalb,Ptprm,0.0,0.0,5.3752787836577225,12255.85593864789
298,Pvalb,Prss23,0.0,0.0,3.0528560461909353,3616.602696332349
299,Pvalb,Vip,0.0,0.0,7.769146904840319,2975.5534469317986
300,Pvalb,Parm1,0.0,0.0,4.2954257701209695,7901.860248358235
301,Pvalb,Lhx6,0.0,0.0,1.3104258089019527,1660.3256901762322
302,Pvalb,Iqgap2,0.0,0.0,4.2216671950592195,5480.160910286402
303,Pvalb,Grik1,0.0,0.0,2.0376603782304286,2879.953872679508
304,Pvalb,Gad2,0.0,0.0,8.11323845882878,4278.066672777633
305,Pvalb,Gad1,0.0,0.0,4.436204908696757,2714.8697259363025
306,Pvalb,Dscaml1,0.0,0.0,4.996016097354123,8055.4340551160585
307,Pvalb,Cux2,0.0,0.0,4.833969516602062,13844.015772787347
308,Pvalb,Cnr1,0.0,0.0,3.930099398436411,1060.8075122345476
309,Pvalb,Cemip,0.0,0.0,3.4128424065232625,4207.534521745598
310,Pvalb,Camk2d,0.0,0.0,5.749795158462924,11880.690225730581
311,Pvalb,Calb1,0.0,0.0,6.653187229685868,1952.531619160088
312,Pvalb,Bcl11b,0.0,0.0,4.332060794372322,10156.923229744621
313,Pvalb,Nxph1,0.0,0.0,1.8999393789084962,2269.4636290265003
314,Pvalb,Wipf3,0.0,0.0,7.091402494733177,28773.638538092193
315,SMC,Acta2,0.0,0.0,3.489704758259311,3596.519710629756
316,SMC,Bgn,0.0,0.0,1.1821082122165991,2228.5295728935034
317,SMC,Timp3,0.0,0.0,4.9112716828925125,14354.259676097734
318,SMC,Calb1,5.403066960895553e-47,6.861895040337352e-45,6.653187229685868,1952.531619160088
319,Sncg,Npas1,0.0,0.0,0.8325270700845978,951.5841251385839
320,Sncg,Shisa9,0.0,0.0,5.8917551769122705,9289.695942429238
321,Sncg,Gad1,0.0,0.0,4.436204908696757,2714.8697259363025
322,Sncg,Cxcl14,0.0,0.0,5.064551808738222,10335.14986566918
323,Sncg,Slc32a1,0.0,0.0,2.464528810492325,6768.66367403154
324,Sncg,Cnr1,0.0,0.0,3.930099398436411,1060.8075122345476
325,Sncg,Sulf2,1.4188434187154302e-250,1.8019311417685965e-248,6.626607869072078,26066.169358077266
326,Sncg,Nr2f2,6.0883604554396944e-232,7.732217778408412e-230,1.627836153771201,2354.9629339800695
327,Sncg,Unc5b,1.2109737979558896e-208,1.5379367234039798e-206,2.227084452758058,9413.972587536202
328,Sncg,Ubash3b,1.1884768927014839e-197,1.5093656537308846e-195,3.3033018106667407,4501.627730659886
329,Sncg,Trp53i11,8.923454832921569e-193,1.1332787637810392e-190,4.336927316315007,9184.42777639549
330,Sncg,Egln3,3.6514378575515074e-190,4.637326079090414e-188,1.7956916038038555,1217.8241014254138
331,Sncg,Col25a1,1.815782915686629e-169,2.3060443029220186e-167,3.952292335006102,4292.697210734133
