"","x"
"SM-DAIG6_S06_E1-50",42
"SM-DAIG6_S07_E1-50",48
"SM-DAIG6_S08_E1-50",48
"SM-DAIG6_S09_E1-50",48
"SM-DAIG6_S10_E1-50",47
"SM-DAIG6_S11_E1-50",52
"SM-DAIG6_S12_E1-50",50
"SM-DAIG6_S13_E1-50",48
"SM-DAIG6_S14_E1-50",48
"SM-DAIG6_S15_E1-50",48
"SM-DAIG6_S16_E1-50",51
"SM-DAIG6_S17_E1-50",52
"SM-DAIG6_S18_E1-50",50
"SM-DAIG6_S19_E1-50",52
"SM-DAIG6_S21_E1-50",48
"SM-DAIG6_S22_E1-50",40
"SM-DAIG6_S23_E1-50",48
"SM-DAIG6_S24_E1-50",48
"SM-DAIG6_S25_E1-50",39
"SM-DAIG6_S26_E1-50",42
"SM-DAIG6_S27_E1-50",42
"SM-DAIG6_S29_E1-50",42
"SM-DAIG6_S31_E1-50",42
"SM-DAIG6_S32_E1-50",42
"SM-DAIG6_S33_E1-50",42
"SM-DAIG6_S34_E1-50",50
"SM-DAIG6_S35_E1-50",48
"SM-DAIG6_S36_E1-50",42
"SM-DAIG6_S37_E1-50",42
"SM-DAIG6_S38_E1-50",50
"SM-DAIG6_S39_E1-50",48
"SM-DAIG6_S40_E1-50",42
"SM-DAIG6_S41_E1-50",54
"SM-DAIG6_S42_E1-50",42
"SM-DAIG6_S43_E1-50",48
"SM-DAIG6_S44_E1-50",48
"SM-DAIG6_S45_E1-50",48
"SM-DAIG6_S46_E1-50",43
"SM-DAIG6_S47_E1-50",48
"SM-DAIG6_S48_E1-50",48
"SM-DAIG6_S49_E1-50",48
"SM-DAIG6_S50_E1-50",39
"SM-DAIG6_S51_E1-50",42
"SM-DAIG6_S52_E1-50",47
"SM-DAIG6_S53_E1-50",48
"SM-DAIG6_S54_E1-50",48
"SM-DAIG6_S55_E1-50",42
"SM-DAIG6_S56_E1-50",42
"SM-DAIG6_S57_E1-50",40
"SM-DAIG6_S58_E1-50",46
"SM-DAIG6_S59_E1-50",48
"SM-DAIG6_S60_E1-50",42
"SM-DAIG6_S61_E1-50",48
"SM-DAIG6_S62_E1-50",48
"SM-DAIG6_S63_E1-50",45
"SM-DAIG6_S64_E1-50",52
"SM-DAIG7_S33_E1-50",38
"SM-DAIG7_S34_E1-50",36
"SM-DAIG7_S35_E1-50",35
"SM-DAIG7_S36_E1-50",35
"SM-DAIG7_S37_E1-50",36
"SM-DAIG7_S38_E1-50",43
"SM-DAIG7_S39_E1-50",48
"SM-DAIG7_S40_E1-50",48
"SM-DAIG7_S41_E1-50",45
"SM-DAIG7_S42_E1-50",35
"SM-DAIG7_S43_E1-50",45
"SM-DAIG7_S44_E1-50",35
"SM-DAIG7_S45_E1-50",50
"SM-DAIG7_S46_E1-50",36
"SM-DAIG7_S47_E1-50",45
"SM-DAIG7_S48_E1-50",45
"SM-DAIG7_S49_E1-50",45
"SM-DAIG7_S50_E1-50",40
"SM-DAIG7_S51_E1-50",37
"SM-DAIG7_S52_E1-50",40
"SM-DAIG7_S53_E1-50",40
"SM-DAIG7_S54_E1-50",38
"SM-DAIG7_S55_E1-50",40
"SM-DAIG7_S56_E1-50",45
"SM-DAIG7_S57_E1-50",35
"SM-DAIG7_S58_E1-50",36
"SM-DAIG7_S59_E1-50",35
"SM-DAIG7_S60_E1-50",37
"SM-DAIG7_S61_E1-50",38
"SM-DAIG7_S62_E1-50",36
"SM-DAIG7_S63_E1-50",38
"SM-DAIG7_S64_E1-50",38
"SM-DAIG7_S65_E1-50",38
"SM-DAIG7_S66_E1-50",35
"SM-DAIG7_S67_E1-50",36
"SM-DAIG7_S68_E1-50",35
"SM-DAIG7_S69_E1-50",45
"SM-DAIG7_S70_E1-50",45
"SM-DAIG7_S71_E1-50",36
"SM-DAIG7_S72_E1-50",36
"SM-DAIG7_S73_E1-50",37
"SM-DAIG7_S74_E1-50",38
"SM-DAIG7_S75_E1-50",38
"SM-DAIG7_S76_E1-50",35
"SM-DAIG7_S77_E1-50",35
"SM-DAIG7_S78_E1-50",36
"SM-DAIG7_S79_E1-50",37
"SM-DAIG7_S80_E1-50",38
"SM-DAIG7_S81_E1-50",37
"SM-DAIG7_S82_E1-50",37
"SM-DAIG7_S83_E1-50",36
"SM-DAIG7_S84_E1-50",45
"SM-DAIG7_S85_E1-50",35
"SM-DAIG7_S86_E1-50",37
"SM-DAIG7_S87_E1-50",45
"SM-DAIG7_S88_E1-50",48
"SM-DAIG7_S89_E1-50",45
"SM-DAIG7_S90_E1-50",38
"SM-DAIG7_S91_E1-50",38
"SM-DAIG7_S92_E1-50",45
"SM-DAIG7_S93_E1-50",38
"SM-DAIG7_S94_E1-50",38
"SM-DAIG7_S95_E1-50",38
"SM-DAIG7_S96_E1-50",36
"SM-DAIG8_S02_E1-50",37
"SM-DAIG8_S03_E1-50",37
"SM-DAIG8_S04_E1-50",38
"SM-DAIG8_S05_E1-50",48
"SM-DAIG8_S06_E1-50",37
"SM-DAIG8_S07_E1-50",37
"SM-DAIG8_S08_E1-50",38
"SM-DAIG8_S09_E1-50",45
"SM-DAIG8_S10_E1-50",45
"SM-DAIG8_S11_E1-50",45
"SM-DAIG8_S12_E1-50",38
"SM-DAIG8_S13_E1-50",37
"SM-DAIG8_S14_E1-50",38
"SM-DAIG8_S15_E1-50",45
"SM-DAIG8_S16_E1-50",45
"SM-DAIG8_S17_E1-50",33
"SM-DAIG8_S18_E1-50",30
"SM-DAIG8_S19_E1-50",33
"SM-DAIG8_S20_E1-50",30
"SM-DAIG8_S21_E1-50",34
"SM-DAIG8_S22_E1-50",33
"SM-DAIG8_S24_E1-50",33
"SM-DAIG8_S25_E1-50",48
"SM-DAIG8_S26_E1-50",48
"SM-DAIG8_S27_E1-50",48
"SM-DAIG8_S28_E1-50",48
"SM-DAIG8_S29_E1-50",50
"SM-DAIG8_S30_E1-50",51
"SM-DAIG8_S31_E1-50",41
"SM-DAIG8_S32_E1-50",52
"SM-DAIG8_S41_E1-50",48
"SM-DAIG8_S42_E1-50",52
"SM-DAIG8_S43_E1-50",48
"SM-DAIG8_S44_E1-50",48
"SM-DAIG8_S45_E1-50",48
"SM-DAIG8_S46_E1-50",48
"SM-DAIG8_S47_E1-50",48
"SM-DAIG8_S48_E1-50",42
"SM-DAIG8_S65_E1-50",55
"SM-DAIG8_S66_E1-50",54
"SM-DAIG8_S67_E1-50",54
"SM-DAIG8_S68_E1-50",55
"SM-DAIG8_S69_E1-50",55
"SM-DAIG8_S70_E1-50",55
"SM-DAIG8_S71_E1-50",54
"SM-DAIG8_S72_E1-50",54
"SM-DAIG9_S01_E1-50",33
"SM-DAIG9_S02_E1-50",33
"SM-DAIG9_S03_E1-50",32
"SM-DAIG9_S04_E1-50",32
"SM-DAIG9_S05_E1-50",33
"SM-DAIG9_S06_E1-50",33
"SM-DAIG9_S07_E1-50",33
"SM-DAIG9_S08_E1-50",31
"SM-DAIG9_S09_E1-50",33
"SM-DAIG9_S10_E1-50",32
"SM-DAIG9_S11_E1-50",34
"SM-DAIG9_S12_E1-50",33
"SM-DAIG9_S13_E1-50",30
"SM-DAIG9_S14_E1-50",33
"SM-DAIG9_S15_E1-50",34
"SM-DAIG9_S16_E1-50",33
"SM-DAIG9_S17_E1-50",48
"SM-DAIG9_S18_E1-50",42
"SM-DAIG9_S19_E1-50",52
"SM-DAIG9_S20_E1-50",48
"SM-DAIG9_S21_E1-50",48
"SM-DAIG9_S22_E1-50",55
"SM-DAIG9_S23_E1-50",41
"SM-DAIG9_S24_E1-50",48
"SM-DAIG9_S25_E1-50",40
"SM-DAIG9_S26_E1-50",48
"SM-DAIG9_S27_E1-50",48
"SM-DAIG9_S28_E1-50",40
"SM-DAIG9_S29_E1-50",48
"SM-DAIG9_S30_E1-50",41
"SM-DAIG9_S31_E1-50",47
"SM-DAIG9_S32_E1-50",48
"SM-DAIG9_S33_E1-50",42
"SM-DAIG9_S34_E1-50",48
"SM-DAIG9_S35_E1-50",48
"SM-DAIG9_S36_E1-50",50
"SM-DAIG9_S37_E1-50",52
"SM-DAIG9_S38_E1-50",50
"SM-DAIG9_S39_E1-50",46
"SM-DAIG9_S41_E1-50",45
"SM-DAIG9_S42_E1-50",38
"SM-DAIG9_S44_E1-50",38
"SM-DAIG9_S45_E1-50",40
"SM-DAIG9_S46_E1-50",37
"SM-DAIG9_S47_E1-50",38
"SM-DAIG9_S48_E1-50",35
"SM-DAIG9_S57_E1-50",38
"SM-DAIG9_S58_E1-50",38
"SM-DAIG9_S59_E1-50",46
"SM-DAIG9_S60_E1-50",50
"SM-DAIG9_S61_E1-50",35
"SM-DAIG9_S62_E1-50",35
"SM-DAIG9_S63_E1-50",40
"SM-DAIG9_S64_E1-50",48
"SM-DAIG9_S65_E1-50",50
"SM-DAIG9_S66_E1-50",38
"SM-DAIG9_S67_E1-50",50
"SM-DAIG9_S68_E1-50",35
"SM-DAIG9_S69_E1-50",38
"SM-DAIG9_S70_E1-50",38
"SM-DAIG9_S71_E1-50",40
"SM-DAIG9_S72_E1-50",38
"SM-DAIGA_S01_E1-50",35
"SM-DAIGA_S02_E1-50",35
"SM-DAIGA_S03_E1-50",35
"SM-DAIGA_S04_E1-50",35
"SM-DAIGA_S05_E1-50",35
"SM-DAIGA_S06_E1-50",35
"SM-DAIGA_S07_E1-50",35
"SM-DAIGA_S08_E1-50",35
"SM-DAIGA_S09_E1-50",45
"SM-DAIGA_S10_E1-50",35
"SM-DAIGA_S11_E1-50",35
"SM-DAIGA_S13_E1-50",45
"SM-DAIGA_S14_E1-50",36
"SM-DAIGA_S15_E1-50",46
"SM-DAIGA_S16_E1-50",35
"SM-DAIGA_S17_E1-50",45
"SM-DAIGA_S18_E1-50",45
"SM-DAIGA_S19_E1-50",36
"SM-DAIGA_S20_E1-50",36
"SM-DAIGA_S21_E1-50",35
"SM-DAIGA_S22_E1-50",45
"SM-DAIGA_S23_E1-50",33
"SM-DAIGA_S24_E1-50",45
"SM-DAIGA_S25_E1-50",32
"SM-DAIGA_S26_E1-50",32
"SM-DAIGA_S27_E1-50",33
"SM-DAIGA_S28_E1-50",33
"SM-DAIGA_S29_E1-50",33
"SM-DAIGA_S30_E1-50",33
"SM-DAIGA_S31_E1-50",45
"SM-DAIGA_S32_E1-50",33
"SM-DAIGA_S33_E1-50",33
"SM-DAIGA_S34_E1-50",32
"SM-DAIGA_S35_E1-50",33
"SM-DAIGA_S36_E1-50",33
"SM-DAIGA_S37_E1-50",31
"SM-DAIGA_S38_E1-50",31
"SM-DAIGA_S39_E1-50",32
"SM-DAIGA_S40_E1-50",31
"SM-DAIGA_S41_E1-50",31
"SM-DAIGA_S42_E1-50",32
"SM-DAIGA_S43_E1-50",34
"SM-DAIGA_S44_E1-50",33
"SM-DAIGA_S45_E1-50",31
"SM-DAIGA_S46_E1-50",31
"SM-DAIGA_S47_E1-50",33
"SM-DAIGA_S48_E1-50",31
"SM-DAIGA_S49_E1-50",41
"SM-DAIGA_S50_E1-50",41
"SM-DAIGA_S51_E1-50",48
"SM-DAIGA_S52_E1-50",48
"SM-DAIGA_S53_E1-50",48
"SM-DAIGA_S54_E1-50",48
"SM-DAIGA_S55_E1-50",48
"SM-DAIGA_S56_E1-50",40
"SM-DAIGA_S66_E1-50",48
"SM-DAIGA_S67_E1-50",46
"SM-DAIGA_S68_E1-50",48
"SM-DAIGA_S69_E1-50",50
"SM-DAIGA_S70_E1-50",48
"SM-DAIGA_S71_E1-50",48
"SM-DAIGA_S72_E1-50",55
"SM-DAIGJ_S01_E1-50",42
"SM-DAIGJ_S02_E1-50",42
"SM-DAIGJ_S03_E1-50",42
"SM-DAIGJ_S04_E1-50",48
"SM-DAIGJ_S05_E1-50",48
"SM-DAIGJ_S06_E1-50",48
"SM-DAIGJ_S07_E1-50",48
"SM-DAIGJ_S08_E1-50",55
"SM-DAIGJ_S09_E1-50",48
"SM-DAIGJ_S10_E1-50",48
"SM-DAIGJ_S11_E1-50",48
"SM-DAIGJ_S12_E1-50",48
"SM-DAIGJ_S13_E1-50",48
"SM-DAIGJ_S14_E1-50",48
"SM-DAIGJ_S15_E1-50",48
"SM-DAIGJ_S16_E1-50",42
"SM-DAIGJ_S17_E1-50",48
"SM-DAIGJ_S18_E1-50",48
"SM-DAIGJ_S19_E1-50",48
"SM-DAIGJ_S20_E1-50",48
"SM-DAIGJ_S21_E1-50",42
"SM-DAIGJ_S22_E1-50",41
"SM-DAIGJ_S23_E1-50",42
"SM-DAIGJ_S24_E1-50",48
"SM-DAIGJ_S25_E1-50",30
"SM-DAIGJ_S26_E1-50",31
"SM-DAIGJ_S27_E1-50",33
"SM-DAIGJ_S28_E1-50",33
"SM-DAIGJ_S29_E1-50",31
"SM-DAIGJ_S30_E1-50",32
"SM-DAIGJ_S31_E1-50",31
"SM-DAIGJ_S32_E1-50",33
"SM-DAIGJ_S41_E1-50",33
"SM-DAIGJ_S42_E1-50",33
"SM-DAIGJ_S43_E1-50",31
"SM-DAIGJ_S44_E1-50",33
"SM-DAIGJ_S45_E1-50",33
"SM-DAIGJ_S46_E1-50",33
"SM-DAIGJ_S47_E1-50",31
"SM-DAIGJ_S50_E1-50",30
"SM-DAIGJ_S51_E1-50",31
"SM-DAIGJ_S52_E1-50",31
"SM-DAIGJ_S53_E1-50",30
"SM-DAIGJ_S54_E1-50",32
"SM-DAIGJ_S55_E1-50",31
"SM-DAIGJ_S56_E1-50",33
"SM-DAIGJ_S90_E1-50",52
"SM-DAIGK_S01_E1-50",35
"SM-DAIGK_S03_E1-50",36
"SM-DAIGK_S04_E1-50",32
"SM-DAIGK_S05_E1-50",33
"SM-DAIGK_S06_E1-50",33
"SM-DAIGK_S07_E1-50",31
"SM-DAIGK_S08_E1-50",33
"SM-DAIGK_S09_E1-50",38
"SM-DAIGK_S10_E1-50",40
"SM-DAIGK_S11_E1-50",45
"SM-DAIGK_S12_E1-50",37
"SM-DAIGK_S13_E1-50",46
"SM-DAIGK_S14_E1-50",38
"SM-DAIGK_S15_E1-50",35
"SM-DAIGK_S16_E1-50",45
"SM-DAIGK_S17_E1-50",48
"SM-DAIGK_S18_E1-50",48
"SM-DAIGK_S19_E1-50",48
"SM-DAIGK_S20_E1-50",48
"SM-DAIGK_S21_E1-50",52
"SM-DAIGK_S22_E1-50",42
"SM-DAIGK_S23_E1-50",42
"SM-DAIGK_S24_E1-50",41
"SM-DAIGK_S25_E1-50",48
"SM-DAIGK_S26_E1-50",48
"SM-DAIGK_S27_E1-50",48
"SM-DAIGK_S28_E1-50",48
"SM-DAIGK_S29_E1-50",48
"SM-DAIGK_S30_E1-50",48
"SM-DAIGK_S31_E1-50",50
"SM-DAIGK_S32_E1-50",48
"SM-DAIGK_S33_E1-50",48
"SM-DAIGK_S34_E1-50",42
"SM-DAIGK_S35_E1-50",50
"SM-DAIGK_S36_E1-50",48
"SM-DAIGK_S37_E1-50",48
"SM-DAIGK_S38_E1-50",42
"SM-DAIGK_S39_E1-50",42
"SM-DAIGK_S40_E1-50",48
"SM-DAIGK_S49_E1-50",31
"SM-DAIGK_S50_E1-50",33
"SM-DAIGK_S51_E1-50",30
"SM-DAIGK_S52_E1-50",32
"SM-DAIGK_S53_E1-50",32
"SM-DAIGK_S54_E1-50",33
"SM-DAIGK_S55_E1-50",31
"SM-DAIGK_S56_E1-50",32
"SM-DAIGK_S57_E1-50",31
"SM-DAIGK_S58_E1-50",33
"SM-DAIGK_S59_E1-50",31
"SM-DAIGK_S60_E1-50",31
"SM-DAIGK_S61_E1-50",31
"SM-DAIGK_S62_E1-50",31
"SM-DAIGK_S63_E1-50",33
"SM-DAIGK_S64_E1-50",33
"SM-DAIGK_S65_E1-50",32
"SM-DAIGK_S66_E1-50",30
"SM-DAIGK_S67_E1-50",31
"SM-DAIGK_S68_E1-50",32
"SM-DAIGK_S69_E1-50",33
"SM-DAIGK_S70_E1-50",31
"SM-DAIGK_S71_E1-50",30
"SM-DAIGK_S72_E1-50",33
"SM-DAIGL_S01_E1-50",35
"SM-DAIGL_S02_E1-50",37
"SM-DAIGL_S03_E1-50",35
"SM-DAIGL_S04_E1-50",45
"SM-DAIGL_S05_E1-50",45
"SM-DAIGL_S06_E1-50",45
"SM-DAIGL_S07_E1-50",38
"SM-DAIGL_S08_E1-50",40
"SM-DAIGL_S09_E1-50",40
"SM-DAIGL_S10_E1-50",38
"SM-DAIGL_S11_E1-50",38
"SM-DAIGL_S12_E1-50",38
"SM-DAIGL_S13_E1-50",45
"SM-DAIGL_S14_E1-50",46
"SM-DAIGL_S15_E1-50",38
"SM-DAIGL_S16_E1-50",40
"SM-DAIGL_S17_E1-50",48
"SM-DAIGL_S18_E1-50",42
"SM-DAIGL_S19_E1-50",48
"SM-DAIGL_S20_E1-50",41
"SM-DAIGL_S21_E1-50",41
"SM-DAIGL_S22_E1-50",46
"SM-DAIGL_S23_E1-50",48
"SM-DAIGL_S24_E1-50",48
"SM-DAIGL_S25_E1-50",48
"SM-DAIGL_S26_E1-50",48
"SM-DAIGL_S27_E1-50",48
"SM-DAIGL_S28_E1-50",48
"SM-DAIGL_S29_E1-50",48
"SM-DAIGL_S30_E1-50",41
"SM-DAIGL_S31_E1-50",48
"SM-DAIGL_S32_E1-50",55
"SM-DAIGL_S33_E1-50",41
"SM-DAIGL_S34_E1-50",52
"SM-DAIGL_S35_E1-50",48
"SM-DAIGL_S36_E1-50",41
"SM-DAIGL_S37_E1-50",48
"SM-DAIGL_S38_E1-50",52
"SM-DAIGL_S39_E1-50",48
"SM-DAIGL_S40_E1-50",48
"SM-DAIGL_S41_E1-50",33
"SM-DAIGL_S42_E1-50",33
"SM-DAIGL_S43_E1-50",32
"SM-DAIGL_S44_E1-50",31
"SM-DAIGL_S45_E1-50",32
"SM-DAIGL_S46_E1-50",33
"SM-DAIGL_S47_E1-50",32
"SM-DAIGL_S48_E1-50",31
"SM-DAIGL_S57_E1-50",32
"SM-DAIGL_S58_E1-50",31
"SM-DAIGL_S59_E1-50",33
"SM-DAIGL_S60_E1-50",33
"SM-DAIGL_S61_E1-50",30
"SM-DAIGL_S62_E1-50",31
"SM-DAIGL_S63_E1-50",33
"SM-DAIGL_S64_E1-50",31
"SM-DAIGL_S65_E1-50",32
"SM-DAIGL_S66_E1-50",32
"SM-DAIGL_S67_E1-50",30
"SM-DAIGL_S68_E1-50",30
"SM-DAIGL_S69_E1-50",33
"SM-DAIGL_S70_E1-50",30
"SM-DAIGL_S71_E1-50",32
"SM-DAIGL_S72_E1-50",32
"SM-DAIGP_S01_E1-50",34
"SM-DAIGP_S02_E1-50",33
"SM-DAIGP_S03_E1-50",32
"SM-DAIGP_S04_E1-50",58
"SM-DAIGP_S05_E1-50",33
"SM-DAIGP_S06_E1-50",34
"SM-DAIGP_S07_E1-50",33
"SM-DAIGP_S08_E1-50",34
"SM-DAIGP_S09_E1-50",32
"SM-DAIGP_S10_E1-50",31
"SM-DAIGP_S11_E1-50",33
"SM-DAIGP_S12_E1-50",33
"SM-DAIGP_S13_E1-50",34
"SM-DAIGP_S14_E1-50",33
"SM-DAIGP_S15_E1-50",33
"SM-DAIGP_S16_E1-50",33
"SM-DAIGP_S17_E1-50",35
"SM-DAIGP_S18_E1-50",31
"SM-DAIGP_S19_E1-50",33
"SM-DAIGP_S20_E1-50",31
"SM-DAIGP_S21_E1-50",31
"SM-DAIGP_S22_E1-50",31
"SM-DAIGP_S23_E1-50",34
"SM-DAIGP_S24_E1-50",37
"SM-DAIGP_S42_E1-50",30
"SM-DAIGP_S43_E1-50",30
"SM-DAIGP_S44_E1-50",31
"SM-DAIGP_S45_E1-50",31
"SM-DAIGP_S46_E1-50",33
"SM-DAIGP_S47_E1-50",33
"SM-DAIGP_S48_E1-50",33
"SM-DAIGP_S49_E1-50",35
"SM-DAIGP_S50_E1-50",31
"SM-DAIGP_S51_E1-50",33
"SM-DAIGP_S52_E1-50",33
"SM-DAIGP_S53_E1-50",33
"SM-DAIGP_S54_E1-50",33
"SM-DAIGP_S55_E1-50",32
"SM-DAIGP_S56_E1-50",31
"SM-DAIGQ_S01_E1-50",48
"SM-DAIGQ_S02_E1-50",46
"SM-DAIGQ_S03_E1-50",42
"SM-DAIGQ_S04_E1-50",48
"SM-DAIGQ_S05_E1-50",46
"SM-DAIGQ_S06_E1-50",48
"SM-DAIGQ_S07_E1-50",42
"SM-DAIGQ_S08_E1-50",48
"SM-DAIGQ_S09_E1-50",31
"SM-DAIGQ_S10_E1-50",48
"SM-DAIGQ_S11_E1-50",48
"SM-DAIGQ_S12_E1-50",48
"SM-DAIGQ_S13_E1-50",48
"SM-DAIGQ_S14_E1-50",48
"SM-DAIGQ_S15_E1-50",41
"SM-DAIGQ_S16_E1-50",55
"SM-DAIGQ_S17_E1-50",48
"SM-DAIGQ_S18_E1-50",48
"SM-DAIGQ_S19_E1-50",48
"SM-DAIGQ_S20_E1-50",48
"SM-DAIGQ_S21_E1-50",48
"SM-DAIGQ_S22_E1-50",48
"SM-DAIGQ_S23_E1-50",42
"SM-DAIGQ_S24_E1-50",46
"SM-DAIGQ_S25_E1-50",48
"SM-DAIGQ_S26_E1-50",48
"SM-DAIGQ_S27_E1-50",47
"SM-DAIGQ_S28_E1-50",48
"SM-DAIGQ_S29_E1-50",49
"SM-DAIGQ_S30_E1-50",48
"SM-DAIGQ_S31_E1-50",48
"SM-DAIGQ_S32_E1-50",54
"SM-DAIGQ_S33_E1-50",33
"SM-DAIGQ_S34_E1-50",34
"SM-DAIGQ_S35_E1-50",33
"SM-DAIGQ_S36_E1-50",30
"SM-DAIGQ_S37_E1-50",33
"SM-DAIGQ_S38_E1-50",33
"SM-DAIGQ_S39_E1-50",33
"SM-DAIGQ_S40_E1-50",33
"SM-DAIGQ_S41_E1-50",33
"SM-DAIGQ_S42_E1-50",33
"SM-DAIGQ_S43_E1-50",33
"SM-DAIGQ_S44_E1-50",34
"SM-DAIGQ_S45_E1-50",34
"SM-DAIGQ_S46_E1-50",33
"SM-DAIGQ_S47_E1-50",33
"SM-DAIGQ_S48_E1-50",33
"SM-DAIGR_S09_E1-50",48
"SM-DAIGR_S10_E1-50",55
"SM-DAIGR_S11_E1-50",48
"SM-DAIGR_S12_E1-50",48
"SM-DAIGR_S13_E1-50",48
"SM-DAIGR_S14_E1-50",40
"SM-DAIGR_S15_E1-50",48
"SM-DAIGR_S16_E1-50",48
"SM-DAIGR_S17_E1-50",48
"SM-DAIGR_S18_E1-50",48
"SM-DAIGR_S19_E1-50",53
"SM-DAIGR_S20_E1-50",48
"SM-DAIGR_S21_E1-50",55
"SM-DAIGR_S22_E1-50",42
"SM-DAIGR_S23_E1-50",48
"SM-DAIGR_S24_E1-50",48
"SM-DAIGR_S25_E1-50",48
"SM-DAIGR_S26_E1-50",52
"SM-DAIGR_S27_E1-50",48
"SM-DAIGR_S28_E1-50",48
"SM-DAIGR_S29_E1-50",42
"SM-DAIGR_S30_E1-50",48
"SM-DAIGR_S31_E1-50",53
"SM-DAIGR_S33_E1-50",33
"SM-DAIGR_S34_E1-50",33
"SM-DAIGR_S36_E1-50",33
"SM-DAIGR_S37_E1-50",30
"SM-DAIGR_S38_E1-50",33
"SM-DAIGR_S39_E1-50",33
"SM-DAIGR_S40_E1-50",33
"SM-DAIGR_S41_E1-50",48
"SM-DAIGR_S42_E1-50",48
"SM-DAIGR_S43_E1-50",48
"SM-DAIGR_S44_E1-50",48
"SM-DAIGR_S45_E1-50",48
"SM-DAIGR_S46_E1-50",50
"SM-DAIGR_S47_E1-50",52
"SM-DAIGR_S48_E1-50",52
"SM-DAIGR_S49_E1-50",48
"SM-DAIGR_S50_E1-50",48
"SM-DAIGR_S51_E1-50",48
"SM-DAIGR_S52_E1-50",48
"SM-DAIGR_S53_E1-50",52
"SM-DAIGR_S54_E1-50",49
"SM-DAIGR_S55_E1-50",48
"SM-DAIGR_S56_E1-50",53
"SM-DAIGU_S01_E1-50",33
"SM-DAIGU_S02_E1-50",34
"SM-DAIGU_S03_E1-50",33
"SM-DAIGU_S04_E1-50",33
"SM-DAIGU_S05_E1-50",33
"SM-DAIGU_S06_E1-50",33
"SM-DAIGU_S07_E1-50",33
"SM-DAIGU_S08_E1-50",34
"SM-DAIGU_S09_E1-50",33
"SM-DAIGU_S10_E1-50",33
"SM-DAIGU_S11_E1-50",33
"SM-DAIGU_S12_E1-50",34
"SM-DAIGU_S13_E1-50",33
"SM-DAIGU_S14_E1-50",31
"SM-DAIGU_S15_E1-50",33
"SM-DAIGU_S16_E1-50",33
"SM-DAIGU_S17_E1-50",34
"SM-DAIGU_S18_E1-50",34
"SM-DAIGU_S19_E1-50",34
"SM-DAIGU_S20_E1-50",33
"SM-DAIGU_S21_E1-50",33
"SM-DAIGU_S22_E1-50",33
"SM-DAIGU_S23_E1-50",33
"SM-DAIGU_S24_E1-50",33
"SM-DAIGU_S33_E1-50",33
"SM-DAIGU_S34_E1-50",33
"SM-DAIGU_S35_E1-50",31
"SM-DAIGU_S36_E1-50",32
"SM-DAIGU_S37_E1-50",33
"SM-DAIGU_S38_E1-50",33
"SM-DAIGU_S39_E1-50",30
"SM-DAIGU_S40_E1-50",33
"SM-DAIGU_S41_E1-50",33
"SM-DAIGU_S42_E1-50",33
"SM-DAIGU_S43_E1-50",33
"SM-DAIGU_S44_E1-50",33
"SM-DAIGU_S45_E1-50",31
"SM-DAIGU_S46_E1-50",35
"SM-DAIGU_S47_E1-50",31
"SM-DAIGU_S48_E1-50",34
"SM-DAIGU_S49_E1-50",48
"SM-DAIGU_S50_E1-50",48
"SM-DAIGU_S51_E1-50",48
"SM-DAIGU_S52_E1-50",48
"SM-DAIGU_S53_E1-50",48
"SM-DAIGU_S54_E1-50",42
"SM-DAIGU_S55_E1-50",48
"SM-DAIGU_S56_E1-50",48
"SM-DAIGV_S01_E1-50",33
"SM-DAIGV_S02_E1-50",33
"SM-DAIGV_S03_E1-50",31
"SM-DAIGV_S04_E1-50",34
"SM-DAIGV_S05_E1-50",33
"SM-DAIGV_S06_E1-50",33
"SM-DAIGV_S07_E1-50",34
"SM-DAIGV_S08_E1-50",32
"SM-DAIGV_S09_E1-50",33
"SM-DAIGV_S11_E1-50",30
"SM-DAIGV_S12_E1-50",32
"SM-DAIGV_S13_E1-50",33
"SM-DAIGV_S14_E1-50",33
"SM-DAIGV_S15_E1-50",32
"SM-DAIGV_S16_E1-50",33
"SM-DAIGV_S17_E1-50",33
"SM-DAIGV_S18_E1-50",33
"SM-DAIGV_S19_E1-50",33
"SM-DAIGV_S20_E1-50",33
"SM-DAIGV_S21_E1-50",33
"SM-DAIGV_S22_E1-50",30
"SM-DAIGV_S23_E1-50",33
"SM-DAIGV_S24_E1-50",33
"SM-DAIGV_S25_E1-50",48
"SM-DAIGV_S26_E1-50",44
"SM-DAIGV_S27_E1-50",48
"SM-DAIGV_S28_E1-50",48
"SM-DAIGV_S29_E1-50",40
"SM-DAIGV_S30_E1-50",55
"SM-DAIGV_S31_E1-50",52
"SM-DAIGV_S32_E1-50",48
"SM-DAIGV_S41_E1-50",52
"SM-DAIGV_S42_E1-50",52
"SM-DAIGV_S43_E1-50",48
"SM-DAIGV_S44_E1-50",53
"SM-DAIGV_S45_E1-50",42
"SM-DAIGV_S46_E1-50",52
"SM-DAIGV_S47_E1-50",48
"SM-DAIGV_S48_E1-50",48
"SM-DAIGW_S01_E1-50",49
"SM-DAIGW_S02_E1-50",48
"SM-DAIGW_S03_E1-50",48
"SM-DAIGW_S04_E1-50",52
"SM-DAIGW_S05_E1-50",42
"SM-DAIGW_S06_E1-50",48
"SM-DAIGW_S07_E1-50",48
"SM-DAIGW_S08_E1-50",47
"SM-DAIGW_S09_E1-50",51
"SM-DAIGW_S10_E1-50",48
"SM-DAIGW_S11_E1-50",48
