,index,transcript_name,p_raw,p_bonferroni
258,L6 CT Grp_2,Stmn3-201_ENSMUST00000103045,3.230542739881943e-08,0.0011173155120155689
259,L6 CT Grp_2,Tubb4b-201_ENSMUST00000043584,6.07528814467894e-08,0.0021011991577186582
260,L6 CT Grp_2,Tppp3-201_ENSMUST00000014990,6.642086199744058e-08,0.00229723193304348
261,L6 CT Grp_2,Nrsn2-201_ENSMUST00000079278,8.484942579351521e-08,0.0029346022404945172
262,L6 CT Grp_2,Nptx1-201_ENSMUST00000026670,1.1291360138971274e-07,0.0039052298176646045
263,L6 CT Grp_2,Prss12-201_ENSMUST00000029603,1.199709131467206e-07,0.004149314002092478
264,L6 CT Grp_2,Limd2-204_ENSMUST00000138094,1.6852879576011218e-07,0.00582873693015924
265,L6 CT Grp_2,Mrpl38-201_ENSMUST00000106439,1.859093082652154e-07,0.006429859335660739
266,L6 CT Grp_2,Trappc1-202_ENSMUST00000102601,2.2135106362982702e-07,0.0076556478867011975
267,L6 CT Grp_2,Rexo2-202_ENSMUST00000213508,2.70039664594522e-07,0.009339591839666138
268,L6 CT Nxph2_1,Pantr1-212_ENSMUST00000188153,1.5413425866021183e-63,5.330887470022086e-59
269,L6 CT Nxph2_1,Cxcl12-202_ENSMUST00000112866,1.389123559486548e-28,4.804422742840175e-24
270,L6 CT Nxph2_1,Lmo4-203_ENSMUST00000121796,4.6679514333240847e-23,1.614457682729468e-18
271,L6 CT Nxph2_1,Pak1-201_ENSMUST00000033040,6.316695828204772e-22,2.1846924191429025e-17
272,L6 CT Nxph2_1,Chd3os-201_ENSMUST00000129321,1.47439036178838e-21,5.099326505281291e-17
273,L6 CT Nxph2_1,Pcdh17-201_ENSMUST00000071370,6.597309003411726e-18,2.28174529191998e-13
274,L6 CT Nxph2_1,Adgra1-201_ENSMUST00000026548,1.2789021026105964e-17,4.4232108120890087e-13
275,L6 CT Nxph2_1,Pou3f3-201_ENSMUST00000054883,2.3952683282119803e-16,8.284275039953955e-12
276,L6 CT Nxph2_1,Mn1-201_ENSMUST00000094463,9.738757863885894e-16,3.3682467948035755e-11
277,L6 CT Nxph2_1,Ift57-204_ENSMUST00000142682,9.881600835684673e-14,3.4176504650299013e-09
278,L6 CT Nxph2_1,Lmo1-202_ENSMUST00000207178,2.503463000692808e-13,8.658477134196145e-09
279,L6 CT Nxph2_1,Stmn1-201_ENSMUST00000030636,9.708259054982098e-13,3.3576984767561085e-08
280,L6 CT Nxph2_1,Sema5a-201_ENSMUST00000067458,1.838204327973531e-11,6.357613488729255e-07
281,L6 CT Nxph2_1,Pik3r1-201_ENSMUST00000035532,2.2495955048304282e-11,7.780451013006519e-07
282,L6 CT Nxph2_1,Ldb2-203_ENSMUST00000198894,5.030962883841648e-11,1.7400088230054725e-06
283,L6 CT Nxph2_1,Ncam2-202_ENSMUST00000067602,6.678517712692172e-11,2.3098321361117147e-06
284,L6 CT Nxph2_1,C730002L08Rik-201_ENSMUST00000225910,8.2226060154686e-11,2.84387051650997e-06
285,L6 CT Nxph2_1,Lrrc4c-201_ENSMUST00000059049,2.405621652262802e-10,8.320083046516126e-06
286,L6 CT Nxph2_1,Ift57-201_ENSMUST00000046777,5.282342839324448e-10,1.8269510944087537e-05
287,L6 CT Nxph2_1,Sulf2-201_ENSMUST00000088086,7.462075228360204e-10,2.5808333384806602e-05
288,L6 CT Nxph2_1,Bscl2-206_ENSMUST00000160556,2.6464963689778546e-09,9.153172341746808e-05
289,L6 CT Nxph2_1,Nefl-201_ENSMUST00000022639,2.8254399713033e-09,9.772066684749594e-05
290,L6 CT Nxph2_1,1700020I14Rik-202_ENSMUST00000153581,2.9366268009453916e-09,0.00010156617453749731
291,L6 CT Nxph2_1,Gng3-201_ENSMUST00000096259,4.006820614302913e-09,0.00013857989776628054
292,L6 CT Nxph2_1,Oxr1-204_ENSMUST00000110297,5.022464999535132e-09,0.00017370697447392208
293,L6 CT Nxph2_1,Dkk3-201_ENSMUST00000033036,8.260386907059647e-09,0.00028569374156756495
294,L6 CT Nxph2_1,Pgm2l1-202_ENSMUST00000084935,1.0042217337269671e-08,0.00034732012882680884
295,L6 CT Nxph2_1,Chl1-201_ENSMUST00000066905,1.0428562506958538e-08,0.00036068226286566795
296,L6 CT Nxph2_1,Oaz1-205_ENSMUST00000179620,1.2033152924899766e-08,0.0004161786270605833
297,L6 CT Nxph2_1,Ldb2-201_ENSMUST00000070748,1.2124610386696028e-08,0.00041934177483426884
298,L6 CT Nxph2_1,Kcnmb4-201_ENSMUST00000068233,2.061904428642101e-08,0.000713130265690157
299,L6 CT Nxph2_1,Pbx1-205_ENSMUST00000176540,2.083023322482752e-08,0.0007204344463138846
300,L6 CT Nxph2_1,Shisa5-203_ENSMUST00000154184,2.2640923324846148e-08,0.0007830589741131288
301,L6 CT Nxph2_1,Fkbp3-206_ENSMUST00000221608,2.7809094425940405e-08,0.0009618053398155748
302,L6 CT Nxph2_1,A730017C20Rik-201_ENSMUST00000058633,2.844208870662062e-08,0.0009836980800071806
303,L6 CT Nxph2_1,Ttc3-230_ENSMUST00000231569,3.274442103229751e-08,0.0011324985458230417
304,L6 CT Nxph2_1,Atp5o-201_ENSMUST00000023677,3.505421244614737e-08,0.001212384991662453
305,L6 CT Nxph2_1,Ptma-201_ENSMUST00000045897,3.656765399430123e-08,0.0012647288810469024
306,L6 CT Nxph2_1,Nap1l5-201_ENSMUST00000059539,3.740441280407658e-08,0.0012936690212417925
307,L6 CT Nxph2_1,Nt5c3-202_ENSMUST00000101367,4.13968095314229e-08,0.0014317500544537922
308,L6 CT Nxph2_1,Camk4-201_ENSMUST00000042868,4.973660195442437e-08,0.0017201901151957211
309,L6 CT Nxph2_1,Phyhipl-201_ENSMUST00000046513,6.297724928552124e-08,0.002178131143789038
310,L6 CT Nxph2_1,Lmo4-201_ENSMUST00000120539,7.397863843966693e-08,0.0025586251890743206
311,L6 CT Nxph2_1,Dync1li2-201_ENSMUST00000041769,9.266245350331246e-08,0.0032048236168655646
312,L6 CT Nxph2_1,Samd5-201_ENSMUST00000100070,1.155191106112484e-07,0.003995343959600637
313,L6 CT Nxph2_1,Phyhipl-206_ENSMUST00000162251,1.2989594950686392e-07,0.004492581309644396
314,L6 CT Nxph2_1,Rwdd2a-201_ENSMUST00000034988,1.3480611734455995e-07,0.004662404374478951
315,L6 CT Nxph2_1,Adgra1-203_ENSMUST00000137584,1.5108849923247676e-07,0.0052255468344544415
316,L6 CT Nxph2_1,Pop5-202_ENSMUST00000128830,2.3753780867347599e-07,0.00821548265078084
317,L6 CT Nxph2_2,Phlda3-201_ENSMUST00000038945,1.176263487003438e-10,4.068224896150091e-06
318,L6 CT Nxph2_2,Hlf-201_ENSMUST00000004051,6.403011582788474e-10,2.2145455860232218e-05
319,L6 CT Nxph2_2,Echdc2-210_ENSMUST00000133049,1.1042830252253777e-09,3.819273271044491e-05
320,L6 CT Nxph2_2,Nts-201_ENSMUST00000020040,4.525334429021132e-09,0.00015651321656212487
321,L6 CT Nxph2_2,Nov-201_ENSMUST00000050027,5.534345241632862e-08,0.0019141086452711415
322,L6 CT Nxph2_2,Snap25-202_ENSMUST00000110098,6.919950350973545e-08,0.00239333402838771
323,L6 CT Nxph2_2,Cdk2ap1-201_ENSMUST00000031341,2.694587023332251e-07,0.009319498678896924
